aura,Aura AI - Continuous Cyber Asset Attack Surface Management for Splunk,https://splunkbase.splunk.com/app/2990/,3.0.1#8.0|8.1|8.2|9.0|9.1|;3.0.0#8.0|8.1|8.2|9.0|;2.3.4#8.0|8.1.2008|8.1|8.2|9.0|;4.1.1#8.2|9.0|9.1|;4.0.2#8.2|9.0|9.1|
searchplus,Search+,https://splunkbase.splunk.com/app/6555/,1.0.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.1.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.2.2#8.0|8.1|8.2|9.0|9.1|;1.2.3#8.0|8.1.2008|8.1|8.2|9.0|9.1|
appomni,AppOmni App for Splunk,https://splunkbase.splunk.com/app/6325/,1.0.5#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.4#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.3#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.7#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.6#8.0|8.1.2008|8.1|8.2|9.0|9.1|
SplunkAppForWazuh,Wazuh,https://splunkbase.splunk.com/app/3688/,3.13.5#8.0|;4.3.7#8.1|8.2|;4.3.6#8.1|8.2|;4.3.5#8.1|8.2|;4.3.4#8.1|8.2|;4.2.7#8.1|8.2|9.0|9.1|;3.13.4#8.0|8.1.2008|;4.3.3#8.1|8.2|9.0|9.1|;4.3.2#8.1|8.2|9.0|9.1|;4.3.1#8.1|8.2|9.0|9.1|;4.3.0#8.1|8.2|9.0|9.1|;4.2.6#8.0|8.1.2008|8.1|8.2|9.0|9.1|;4.2.5#8.0|8.1.2008|8.1|8.2|9.0|9.1|;4.2.4#8.0|8.1|8.2|9.0|9.1|;4.2.3#8.0|8.1|8.2|9.0|9.1|;4.2.0r2#8.0|8.1|8.2|9.0|9.1|;4.1.5r71#8.0|8.1.2008|8.1|8.2|9.0|9.1|;4.2.0#8.1|8.2|9.0|9.1|;3.13.2#8.0|;3.13.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.13.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.12.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.11.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.10.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.9.3#7.3|;3.9.2#7.3|;3.9.1#7.3|;3.9.0#7.2|;3.8.2#6.6|7.0|7.1|7.2|;3.8.1#6.6|7.0|7.1|7.2|;3.8.0#6.6|7.0|7.1|7.2|;3.7.2#7.0|7.1|7.2|;3.7.0#7.0|7.1|7.2|;3.6.0#7.1|7.2|;3.5.0#7.1|;3.3.1#7.1|;1.0.2#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;1.0.1#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;1.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|;4.3.10#8.1|8.2|;4.3.9#8.1|8.2|;4.3.8#8.1|8.2|;3.13.6#8.0|;4.4.1#8.1|8.2|;4.4.0#8.1|8.2|;4.5.2#8.1|8.2|;4.5.1#8.1|8.2|;4.5.0#8.1|8.2|;4.4.5#8.1|8.2|;4.4.4#8.1|8.2|;4.4.3#8.1|8.2|;4.4.2#8.1|8.2|
TA-Barracuda,Barracuda Email Security Gateway Add-on,https://splunkbase.splunk.com/app/4620/,1.0.1#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#7.0|7.1|7.2|7.3|
dnssplunkapp,DNS App for Splunk,https://splunkbase.splunk.com/app/4879/,5.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;4.0.0#8.2|9.0|9.1|
ServiceIntelligenceForSAP,Splunk Service Intelligence for SAP Solutions,https://splunkbase.splunk.com/app/5122/,2.2.1#8.1|8.2|9.0|9.1|;2.2.0#8.1|8.2|9.0|;2.1.0#8.0|8.1|;2.0.0#8.0|8.1|;1.0.0#7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|;0.4.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;0.2.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;0.1.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;2.2.2#8.1|8.2|9.0|9.1|;2.2.3#8.2|9.0|9.1|
Splunk_TA_Google_Workspace,Splunk Add-on for Google Workspace,https://splunkbase.splunk.com/app/5556/,2.3.0#8.2|9.0|;2.2.0#8.1|8.2|9.0|;2.4.0#8.1|8.2|9.0|;2.4.1#8.2|9.0|;2.5.0#8.1|8.2|9.0|;2.6.0#8.2|9.0|9.1|
Corvil,Corvil Connector for Splunk,https://splunkbase.splunk.com/app/2725/,1.2.3#8.1|8.2|9.0|9.1|
process_flow_diagram_app,Process Flow Diagram App,https://splunkbase.splunk.com/app/5440/,1.0.8#8.0|8.1|8.2|9.0|9.1|;1.0.4#8.0|8.1|8.2|9.0|9.1|;1.0.10#8.0|8.1.2008|8.1|8.2|9.0|9.1|
TA-mandiant-advantage,Mandiant Advantage App for Splunk,https://splunkbase.splunk.com/app/6128/,1.4.0#8.0|8.1|8.2|9.0|9.1|;1.3.1#8.0|8.1|8.2|9.0|9.1|;1.2.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.1.0#8.0|8.1|8.2|9.0|9.1|;1.0.0#8.0|8.1|8.2|9.0|9.1|;1.4.2#8.0|8.1|8.2|9.0|9.1|;1.4.1#8.0|8.1|8.2|9.0|9.1|;1.5.1#8.0|8.1|8.2|9.0|9.1|
e9fe736e-e738-11e6-a397-02f13bdc2585,Splunk UBA Software Upgrade Package,https://splunkbase.splunk.com/app/3462/,5.1.0.1#8.1|8.2|9.0|9.1|;5.1.0#8.1|8.2|9.0|9.1|;5.0.5.1#8.1|8.2|;5.0.5#8.1|8.2|;5.0.4.1#8.1|8.2|;5.0.4#8.1|8.2|;5.0.3.1#8.1|8.2|;5.0.3#8.1|8.2|;5.0.1#8.1|8.2|;5.0.0#8.1|8.2|;5.2.0#8.1|8.2|9.0|9.1|;5.3.0#8.2|9.0|9.1|
Splunk_TA_cisco_meraki,Splunk Add-on for Cisco Meraki,https://splunkbase.splunk.com/app/5580/,2.0.0#8.1|8.2|9.0|;1.0.1#8.0|8.1|8.2|9.0|9.1|;2.0.1#8.1|8.2|9.0|9.1|
Skurio,Skurio Dark Web Monitoring,https://splunkbase.splunk.com/app/6557/,1.0.5#8.1|8.2|9.0|9.1|;1.0.4#8.2|9.0|9.1|;1.0.3#8.2|9.0|9.1|
BreachAlert,Skurio BreachAlert,https://splunkbase.splunk.com/app/4778/,1.0.5#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.3#8.2|9.0|9.1|;1.0.2#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|
TA-eclecticiq,EclecticIQ Intelligence Center TA,https://splunkbase.splunk.com/app/6568/,1.0.0#8.1|8.2|9.0|9.1|;1.0.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.1.0#8.1|8.2|9.0|9.1|
Eclecticiq-ic-app,EclecticIQ Intelligence Center App,https://splunkbase.splunk.com/app/6567/,1.0.0#8.1|8.2|9.0|9.1|;1.1.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|
assetdb,AssetDB,https://splunkbase.splunk.com/app/6115/,1.4.4#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.4.3#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.4.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.4.6#8.0|8.1.2008|8.1|8.2|9.0|;1.4.7#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.5.7#8.1|8.2|9.0|9.1|;1.5.3#8.1|8.2|9.0|9.1|
network_behavior_analytics,Network Behavior Analytics for Splunk,https://splunkbase.splunk.com/app/4052/,1.8.1#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;1.8.0#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;1.7.7#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.7.6#7.2|7.3|8.0|8.1|8.2|9.0|;1.7.5#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.7.4#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.8.2#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;1.9.1#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|9.1|;1.9.0#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|9.1|;1.8.3#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|
scma,Cloud Migration Assessment App for Splunk (SCMA),https://splunkbase.splunk.com/app/4974/,5.0.12#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;5.1.0#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;5.0.15#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;5.2.1#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;5.2.3#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;5.2.4#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;5.3.3#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|
brandefense,brandefense,https://splunkbase.splunk.com/app/6566/,1.0.8#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|
TA-armorblox,Armorblox,https://splunkbase.splunk.com/app/4712/,1.1.8#8.1|8.2|9.0|;1.1.9#8.1|8.2|9.0|;1.2.0#8.1|8.2|9.0|9.1|
goahead_hatching_triage_utils,Hatching Triage App for Splunk by GoAhead,https://splunkbase.splunk.com/app/6437/,1.0.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#8.0|8.1|8.2|9.0|9.1|
goahead_kobanzame,GoAhead Kobanzame,https://splunkbase.splunk.com/app/6383/,1.1.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.1.0#8.0|8.1|8.2|9.0|9.1|
defender_advanced_hunting_query,Defender Advanced Hunting Query App by GoAhead,https://splunkbase.splunk.com/app/6463/,1.1.3#8.0|8.1|8.2|9.0|9.1|8.1.2008|;1.1.2#8.0|8.1|8.2|9.0|;1.2.0#8.1|8.2|9.0|9.1|
goahead_bingwebsearch,Bing Web Search App by GoAhead,https://splunkbase.splunk.com/app/6556/,0.7.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;0.7.0#8.0|8.1|8.2|9.0|;0.7.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|
chargeback_app_splunk_cloud,Splunk App for Chargeback,https://splunkbase.splunk.com/app/5688/,1.1.50#8.0|8.1|8.2|9.0|8.1.2008|;2.0.11#8.1|8.2|9.0|9.1|;2.0.10#8.1|8.2|9.0|9.1|;2.0.0#8.1|8.2|9.0|;1.1.56#8.0|8.1|8.2|9.0|;1.1.53#8.0|8.1|8.2|9.0|;1.1.52#8.0|8.1|8.2|9.0|;1.1.51#8.0|8.1|8.2|9.0|;1.1.46#8.0|8.1|8.2|9.0|;2.0.12#8.1|8.2|9.0|9.1|;2.0.15#8.1|8.2|9.0|9.1|;2.0.14#8.1|8.2|9.0|9.1|;2.0.13#8.1|8.2|9.0|9.1|;2.0.17#8.1|8.2|9.0|9.1|;2.0.16#8.1|8.2|9.0|9.1|;2.0.18#8.1|8.2|9.0|9.1|;2.0.19#8.1|8.2|9.0|9.1|;2.0.20#8.1|8.2|9.0|9.1|;2.0.21#8.1|8.2|9.0|9.1|;2.0.36#8.1|8.2|9.0|9.1|;2.0.35#8.1|8.2|9.0|9.1|;2.0.34#8.1|8.2|9.0|9.1|;2.0.27#8.1|8.2|9.0|9.1|;2.0.26#8.1|8.2|9.0|9.1|;2.0.24#8.1|8.2|9.0|9.1|;2.0.23#8.1|8.2|9.0|9.1|;2.0.22#8.1|8.2|9.0|9.1|
TA_perfmonmetrics,Better Perfmon Metrics,https://splunkbase.splunk.com/app/6558/,1.0.1#8.1|8.2|9.0|9.1|;1.0.0#8.1|8.2|9.0|9.1|;1.1.0#8.1|8.2|9.0|9.1|;1.0.2#8.1|8.2|9.0|9.1|
BAD_TA_metricperfmon,Multi-Metric Perfmon,https://splunkbase.splunk.com/app/6492/,0.1.3#8.1|8.2|9.0|9.1|;0.1.2#8.1|8.2|9.0|9.1|;0.1.1#8.1|8.2|9.0|9.1|;0.1.0#8.1|8.2|9.0|9.1|
cyberint,Cyberint Argos Edge integration for Splunk,https://splunkbase.splunk.com/app/6320/,1.1.1#8.2|9.0|9.1|;1.1.0#8.2|9.0|9.1|;1.0.0#8.2|9.0|9.1|
dataminr,Dataminr Pulse for Splunk Enterprise and Splunk Cloud,https://splunkbase.splunk.com/app/6520/,1.1.0#9.0|9.1|;1.0.0#9.0|;1.2.2#9.0|9.1|;1.2.0#9.0|9.1|
cloud_backup,cloud backup for Splunk,https://splunkbase.splunk.com/app/6564/,0.9.0#8.2|9.0|9.1|
TA-XShield,TA-Xshield-ColorTokens,https://splunkbase.splunk.com/app/5728/,1.0.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.3#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.6#8.0|8.1|8.2|9.0|9.1|
app_apple_unified_logging,App for Apple Unified Logging,https://splunkbase.splunk.com/app/6562/,1.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|
evolutio-app-appdynamics,AppDynamics Platform Visibility,https://splunkbase.splunk.com/app/6559/,1.0.0#8.1|8.2|9.0|9.1|;1.1.1#8.1|8.2|9.0|9.1|;1.1.0#8.1|8.2|9.0|9.1|
DA-ESS-ContentUpdate,Splunk ES Content Update,https://splunkbase.splunk.com/app/3449/,3.47.0#7.3|8.0|8.1|8.2|9.0|;3.46.0#7.3|8.0|8.1|8.2|9.0|;3.45.0#7.3|8.0|8.1|8.2|9.0|;3.44.0#7.3|8.0|8.1|8.2|9.0|;3.43.0#7.3|8.0|8.1|8.2|9.0|;3.42.0#7.3|8.0|8.1|8.2|9.0|;3.41.0#7.3|8.0|8.1|8.2|9.0|;3.40.0#7.3|8.0|8.1|8.2|9.0|;3.39.0#7.3|8.0|8.1|8.2|9.0|;3.38.0#7.3|8.0|8.1|8.2|9.0|;3.37.0#7.3|8.0|8.1|8.2|9.0|;3.36.0#7.3|8.0|8.1|8.2|9.0|;3.35.0#7.3|8.0|8.1|8.2|9.0|;3.34.0#7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.33.0#7.3|8.0|8.1|8.2|9.0|;3.32.0#7.3|8.0|8.1|8.2|9.0|;3.31.0#7.3|8.0|8.1|8.2|9.0|;3.30.0#7.3|8.0|8.1|8.2|9.0|;3.29.0#7.3|8.0|8.1|8.2|9.0|;3.28.0#7.3|8.0|8.1|8.2|9.0|;3.27.0#7.3|8.0|8.1|8.2|9.0|;3.26.0#7.3|8.0|8.1|8.2|9.0|;3.25.0#7.3|8.0|8.1|8.2|9.0|;3.24.0#7.3|8.0|8.1|8.2|9.0|;3.23.0#7.3|8.0|8.1|8.2|9.0|;3.22.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.21.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.20.0#7.2|7.3|8.0|8.1|;3.19.0#7.2|7.3|8.0|8.1|;3.18.0#7.2|7.3|8.0|8.1|;3.17.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.16.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.15.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.14.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.13.0#7.2|7.3|8.0|8.1|8.2|9.0|;3.12.0#7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.11.0#7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.10.0#7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.9.0#7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.0.9#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.0.8#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.0.7#7.0|7.1|7.2|7.3|8.0|8.1|8.2|9.0|;3.0.6#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.0.5#7.0|7.1|7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|;3.53.0#7.3|8.0|8.1|8.2|9.0|;3.52.0#7.3|8.0|8.1|8.2|9.0|;3.51.0#8.0|8.1|8.2|9.0|;3.50.0#8.0|8.1|8.2|9.0|;3.49.0#7.3|8.0|8.1|8.2|9.0|;3.48.0#7.3|8.0|8.1|8.2|9.0|;3.54.0#7.3|8.0|8.1|8.2|9.0|;3.58.0#7.3|8.0|8.1|8.2|9.0|;3.57.0#7.3|8.0|8.1|8.2|9.0|;3.56.0#7.3|8.0|8.1|8.2|9.0|;3.55.0#7.3|8.0|8.1|8.2|9.0|;3.59.0#7.3|8.0|8.1|8.2|9.0|;3.61.0#7.3|8.0|8.1|8.2|9.0|;3.60.0#7.3|8.0|8.1|8.2|9.0|;3.62.0#7.3|8.0|8.1|8.2|9.0|;3.64.0#7.3|8.0|8.1|8.2|9.0|;3.63.0#7.3|8.0|8.1|8.2|9.0|;4.12.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.11.1#7.3|8.0|8.1|8.2|9.0|9.1|;4.10.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.9.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.8.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.7.0#8.0|8.1|8.2|9.0|9.1|;4.6.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.5.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.4.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.3.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.2.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.1.0#7.3|8.0|8.1|8.2|9.0|9.1|;4.0.0#8.0|8.1|8.2|9.0|9.1|
TA-webtools,Webtools Add-on,https://splunkbase.splunk.com/app/4146/,3.0.2#7.2|7.3|8.0|8.1|8.2|9.0|9.1|;2.0.2#8.0|8.1.2008|8.1|8.2|9.0|9.1|;2.0.1#8.0|8.1|8.2|9.0|9.1|;2.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.3.0#7.0|7.1|7.2|7.3|8.0|;1.2.6#6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|;1.2.4#6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|;1.2.3#6.3|6.4|6.5|6.6|7.0|7.1|7.2|;1.2.2#6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;1.2.0#6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;1.1.0#6.6|7.0|7.1|7.2|;1.0.0#6.6|7.0|7.1|
TA-sepio-systems-add-on-for-splunk,Sepio Add-on For Splunk,https://splunkbase.splunk.com/app/6519/,2.0.6#8.2|9.0|9.1|;2.0.7#8.2|9.0|9.1|;2.0.8#8.2|9.0|9.1|
TA_ms_advanced_hunting,MS Defender Advanced Hunting,https://splunkbase.splunk.com/app/6456/,0.0.7#8.2|9.0|9.1|;0.0.6#8.2|9.0|9.1|;0.0.9#8.2|9.0|9.1|;0.0.8#8.2|9.0|9.1|;0.1.0#8.0|8.1|8.2|9.0|;0.1.1#8.0|8.1|8.2|9.0|9.1|
Splunk_TA_aws_network_firewall,Splunk Add-on for AWS Network Firewall,https://splunkbase.splunk.com/app/5304/,1.0.1#8.0|8.1.2008|8.1|8.2|9.0|9.1|;1.0.0#8.0|8.1.2008|8.1|8.2|9.0|9.1|;0.0.2#8.0|8.1|8.2|9.0|9.1|;0.0.1#8.1|8.2|9.0|9.1|
ironnet_splunk,IronDefense App for Splunk,https://splunkbase.splunk.com/app/3617/,5.0.2#8.1|8.2|9.0|9.1|;5.0.1#8.1|8.2|9.0|9.1|;5.0.0#8.2|9.0|9.1|;4.0.0#7.2|7.3|8.0|8.1.2008|8.1|8.2|9.0|9.1|;3.0.3#7.0|7.1|7.2|7.3|;3.0.2#7.0|7.1|7.2|7.3|;3.0.1#7.0|7.1|7.2|7.3|;3.0.0#7.0|7.1|7.2|7.3|;2.6.2#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|;2.6.1#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|7.3|;2.6.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;2.5.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;2.4.1#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;2.4.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;2.3.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|7.2|;2.2.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|;2.1.0#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|;1.4#6.0|6.1|6.2|6.3|6.4|6.5|6.6|7.0|7.1|
phantom,Splunk App for SOAR Export,https://splunkbase.splunk.com/app/3411/,4.1.135#8.2|9.0|9.1|;4.1.117#8.2|9.0|9.1|8.1|;4.1.73#8.2|9.0|9.1|;4.1.3#8.1|8.2|9.0|9.1|;4.3.2#9.0|9.1|;4.2.3#9.0|9.1|;4.0.35#7.3|8.0|8.1|8.2|9.0|9.1|
